#   gal ID      M*           (g-r)       SFR
  828588    2.9566e+07     0.2710    8.0650e-03
  828632    4.1567e+07     0.2469    5.5504e-03
  828647    1.5027e+08     0.3610    2.3457e-02
  828660    3.3790e+07     0.3402    4.1864e-03
  828688    6.8530e+07     0.2911    1.4735e-02
  828729    3.5791e+07     0.4482    3.2257e-03
  828770    5.4518e+07     0.1790    2.7028e-02
  828777    3.2475e+07     0.1775    4.0530e-03
  828793    3.2695e+07     0.2011    9.6727e-03
  828805    5.5047e+07     0.2481    1.4324e-02
  828816    2.6753e+07     0.3559    3.5303e-03
  828835    4.1062e+07     0.2881    1.0994e-02
  828848    3.6652e+07     0.3381    6.0411e-03
  828985    7.3263e+07     0.3742    1.2523e-02
  829017    4.7649e+07     0.2633    1.0829e-02
  829034    5.3140e+07     0.3313    5.6544e-03
  829053    6.2083e+07     0.6748    1.0000e-05
  829060    3.7563e+07     0.1794    1.5347e-02
  829070    6.5131e+07     0.3544    9.7497e-03
  829093    3.1652e+07     0.1564    9.9700e-03
  829105    2.9905e+07     0.3848    2.7254e-03
  829139    7.8307e+07     0.2460    2.1101e-02
  829146    2.7792e+07     0.2670    1.0136e-02
  829190    3.4682e+07     0.3462    3.0895e-03
  829198    4.9259e+07     0.3865    6.1834e-03
  829249    9.3581e+07     0.3063    2.2419e-02
  829262    1.0312e+08     0.3407    1.3847e-02
  829270    4.1563e+07     0.3765    5.3787e-03
  829305    2.9267e+07     0.3630    5.1662e-03
  829329    5.3324e+07     0.4475    3.9858e-03
  829335    4.0552e+07     0.3203    4.9201e-03
  829348    2.8344e+07     0.2550    6.0377e-03
  829415    4.3172e+07     0.2249    7.8815e-03
  829434    5.4272e+07     0.3425    2.3810e-03
  829451    6.4255e+07     0.2866    1.1368e-02
  829458    1.0972e+08     0.3193    1.7177e-02
  829464    9.2415e+07     0.3531    1.6288e-02
  829485    3.4328e+07     0.3525    2.8781e-03
  829504    2.6673e+07     0.2381    1.1213e-02
  829540    2.8626e+07     0.3209    9.0093e-03
  829594    1.0859e+08     0.4990    2.3540e-03
  829603    5.3492e+07     0.2939    6.4573e-03
  829613    3.4966e+07     0.2836    7.9443e-03
  829631    5.5594e+07     0.3562    9.8177e-03
  829667    2.9121e+07     0.2754    3.5958e-03
  829706    4.5109e+07     0.3020    5.5068e-03
  829726    4.5263e+07     0.3699    1.0713e-02
  829737    8.3062e+07     0.3706    1.4869e-02
  829797    1.7374e+08     0.3342    2.4982e-02
  829801    2.5597e+07     0.3204    4.2589e-03
  829826    2.8834e+07     0.2738    5.9850e-03
  829894    6.4384e+07     0.2960    1.4716e-02
  829943    3.0324e+07     0.1650    2.2827e-02
  830079    5.0256e+07     0.2054    1.2176e-02
  830096    2.6652e+07     0.2706    5.7138e-03
  830152    4.1145e+07     0.2566    6.9063e-03
  830181    3.5664e+07     0.1947    1.0280e-02
  830247    2.2875e+08     0.5098    6.2152e-03
  830257    3.3535e+07     0.2731    7.5625e-03
  830277    7.2729e+07     0.3071    1.7936e-02
  830347    1.5362e+08     0.3650    2.9834e-02
  830362    4.4290e+07     0.1259    1.9739e-02
  830403    3.6646e+07     0.2293    1.3889e-02
  830427    8.0440e+07     0.2314    1.5087e-02
  830441    3.2046e+07     0.1881    8.2071e-03
  830459    3.6049e+07     0.2543    2.8294e-03
  830533    9.2806e+07     0.3622    1.3661e-02
  830576    5.2230e+07     0.2658    1.0313e-02
  830594    3.3693e+07     0.4133    2.6615e-03
  830612    4.4037e+07     0.5873    1.2891e-03
  830622    2.7265e+07     0.2689    4.7902e-03
  830642    9.1347e+07     0.3120    1.6608e-02
  830656    2.6812e+07     0.2154    7.4647e-03
  830667    2.6700e+07     0.2785    7.0078e-03
  830691    9.6884e+07     0.3241    1.2938e-02
  830701    9.3909e+07     0.2828    1.8909e-02
  830712    7.1515e+07     0.3748    6.1768e-03
  830747    3.5182e+07     0.3252    7.9767e-03
  830829    1.2525e+08     0.6658    1.0000e-05
  830838    5.2510e+07     0.3049    6.2065e-03
  830856    3.6389e+07     0.3445    3.3955e-03
  830866    4.1963e+07     0.3465    4.0575e-03
  830875    9.5057e+07     0.2950    9.9889e-03
  830880    4.6165e+07     0.3301    5.8042e-03
  830890    3.0821e+07     0.3265    3.7638e-03
  830908    7.5750e+08     0.6968    1.0000e-05
  830910    4.3779e+07     0.0941    1.6006e-02
  830945    2.5708e+07     0.1443    7.3743e-03
  830963    2.9410e+07     0.3197    6.9709e-03
  831014    6.6444e+07     0.3570    7.9313e-03
  831029    3.6179e+07     0.3376    9.6825e-03
  831043    3.4156e+07     0.2548    1.4644e-02
  831105    1.0135e+08     0.2896    2.1497e-02
  831113    1.2229e+08     0.3485    5.2912e-03
  831137    4.8904e+07     0.3146    6.7594e-03
  831183    2.5911e+07     0.3412    2.9718e-03
  831205    4.9680e+07     0.2583    6.6717e-03
  831269    1.7820e+08     0.3399    2.8073e-02
  831278    8.3717e+07     0.2739    1.4425e-02
  831289    3.3849e+08     0.6182    5.0650e-03
  831307    3.2387e+07     0.1797    8.2445e-03
  831332    1.3337e+08     0.6700    1.0000e-05
  831385    2.5818e+07     0.3894    4.4156e-03
  831419    6.7517e+07     0.2414    1.5053e-02
  831435    1.2862e+08     0.4989    5.7304e-03
  831443    2.8430e+07     0.3400    2.3679e-03
  831466    3.7980e+07     0.2741    6.2861e-03
  831519    6.8384e+07     0.4599    3.2054e-03
  831529    9.2896e+07     0.2338    2.3826e-02
  831588    3.0605e+07     0.3012    7.2519e-03
  831652    5.6601e+07     0.2970    1.1584e-02
  831665    6.5984e+07     0.2508    2.0941e-02
  831717    3.9826e+07     0.3073    8.6660e-03
  831739    7.3895e+07     0.4384    6.0690e-03
  831776    8.4019e+07     0.3707    1.2098e-02
  831824    5.0949e+07     0.3113    8.6129e-03
  831858    1.1742e+08     0.3651    1.1010e-02
  831891    3.2523e+07     0.2382    6.1289e-03
  831901    7.3396e+07     0.2738    2.3235e-02
  831933    5.2577e+07     0.4389    5.3906e-03
  831953    5.0661e+07     0.2988    8.5383e-03
  831969    5.1532e+07     0.2964    6.6841e-03
  832010    7.7127e+07     0.4193    7.4419e-03
  832056    4.4939e+07     0.3132    5.2367e-03
  832070    1.9609e+08     0.6843    3.8898e-04
  832075    2.6186e+07     0.2426    4.7746e-03
  832120    3.6354e+07     0.2503    6.5860e-03
  832139    4.0379e+07     0.1070    2.6568e-02
  832152    5.8259e+07     0.2922    2.0613e-02
  832163    5.9874e+07     0.2514    9.4994e-03
  832214    6.9643e+07     0.2389    2.1284e-02
  832266    4.2107e+07     0.3611    9.9147e-03
  832282    6.9823e+07     0.3801    1.0078e-02
  832318    5.6679e+07     0.2371    1.8121e-02
  832331    6.3603e+07     0.2803    1.9842e-02
  832340    6.6048e+07     0.3707    8.3767e-03
  832402    7.9062e+07     0.6395    2.1705e-04
  832434    3.7690e+07     0.3855    5.3233e-03
  832478    1.3972e+08     0.3821    1.4683e-02
  832479    4.8316e+07     0.6342    1.0000e-05
  832501    4.7550e+07     0.3241    7.6410e-03
  832514    4.8041e+07     0.4204    2.1596e-03
  832523    8.2906e+07     0.2613    1.4758e-02
  832552    8.2508e+07     0.3955    1.3456e-02
  832567    9.1860e+07     0.4248    6.9131e-03
  832610    7.7352e+07     0.2812    1.9101e-02
  832741    5.7159e+07     0.3753    1.4801e-02
  832761    2.7556e+07     0.2185    6.5135e-03
  832808    5.1000e+07     0.2242    1.5197e-02
  832820    5.5093e+07     0.1993    1.0884e-02
  832865    4.1997e+07     0.2463    7.4584e-03
  832876    2.7694e+07     0.3867    3.7447e-03
  832891    4.0226e+07     0.1919    1.3016e-02
  833016    1.2125e+08     0.3150    1.4594e-02
  833023    3.6215e+07     0.2574    7.1174e-03
  833052    8.8615e+07     0.3218    1.5448e-02
  833067    2.9476e+07     0.2036    1.2039e-02
  833095    5.3140e+07     0.2298    6.3032e-03
  833107    3.9618e+07     0.2024    9.7201e-03
  833151    3.3679e+07     0.3100    4.1549e-03
  833163    3.8390e+07     0.3276    8.1859e-03
  833179    4.8597e+07     0.4864    3.7586e-03
  833242    6.2494e+07     0.2073    1.3090e-02
  833269    2.1149e+08     0.5876    3.9855e-03
  833273    5.0295e+07     0.4008    8.1757e-03
  833307    4.0989e+07     0.2681    4.0489e-03
  833335    4.2596e+07     0.2963    8.8329e-03
  833353    1.2838e+08     0.3345    1.2411e-02
  833366    3.1112e+07     0.2309    3.8586e-03
  833464    6.3676e+07     0.3818    3.7880e-03
  833477    4.4254e+07     0.3966    3.7976e-03
  833490    5.7161e+07     0.4387    2.4295e-03
  833498    5.8592e+07     0.2687    1.2101e-02
  833507    5.2271e+07     0.3115    9.8046e-03
  833526    2.7725e+07     0.2590    1.1133e-02
  833542    3.8825e+07     0.3145    1.3206e-02
  833554    9.1293e+07     0.4053    1.2411e-02
  833611    4.7450e+07     0.3117    6.8971e-03
  833623    9.1866e+07     0.3305    1.8174e-02
  833755    2.6411e+07     0.5634    3.3118e-04
  833765    1.1783e+08     0.2241    3.3179e-02
  833777    5.0672e+07     0.3384    6.9956e-03
  833797    4.5641e+07     0.4963    1.8746e-03
  833830    6.9517e+07     0.3629    9.3842e-03
  833878    6.6865e+07     0.1864    1.1003e-02
  833935    4.9090e+07     0.2555    5.5931e-03
  833965    2.5548e+07     0.2738    4.3640e-03
  834068    3.9197e+07     0.2234    1.5804e-02
  834090    2.5533e+07     0.3221    3.8715e-03
  834103    2.6412e+07     0.4678    1.6819e-03
  834129    3.8416e+07     0.1946    1.0091e-02
  834154    9.4776e+07     0.2547    2.3468e-02
  834207    3.4534e+07     0.3308    2.6989e-03
  834226    3.8761e+07     0.2957    3.8526e-03
  834263    2.6659e+07     0.1356    2.3800e-03
  834350    5.8545e+07     0.3164    1.9356e-02
  834381    2.5502e+07     0.2107    4.1502e-03
  834434    3.6041e+07     0.2306    9.7676e-03
  834467    8.1993e+07     0.1895    3.5028e-02
  834475    2.8519e+07     0.2674    6.8895e-03
  834489    3.5865e+07     0.2395    1.1932e-02
  834530    3.0165e+07     0.2050    1.1224e-02
  834540    4.1926e+07     0.3344    7.0205e-03
  834551    4.7779e+07     0.4222    4.5102e-03
  834557    5.0486e+07     0.2984    7.7218e-03
  834577    8.9830e+07     0.5068    5.6040e-03
  834602    5.1087e+07     0.2222    1.4269e-02
  834655    1.8393e+08     0.4199    1.0818e-02
  834662    4.6946e+07     0.2506    7.9615e-03
  834677    6.0204e+07     0.2938    2.0655e-02
  834690    5.4581e+07     0.3869    8.3232e-03
  834732    4.9485e+07     0.5890    1.9544e-03
  834751    4.8058e+07     0.3675    6.9732e-03
  834871    5.0182e+07     0.3683    5.9465e-03
  834921    5.3408e+07     0.4106    6.5876e-03
  834959    3.2030e+07     0.3916    6.1083e-03
  834999    6.9768e+07     0.1812    3.0032e-02
  835006    2.8154e+07     0.3131    4.9969e-03
  835046    4.0658e+07     0.2864    7.9134e-03
  835089    2.8809e+07     0.1921    8.1450e-03
  835116    3.3217e+07     0.1086    1.4829e-02
  835125    3.4888e+07     0.3339    1.8991e-03
  835160    7.3577e+07     0.4620    2.7820e-03
  835233    6.5555e+07     0.3035    1.2530e-02
  835265    5.5305e+07     0.2976    7.1814e-03
  835334    9.5318e+07     0.3377    1.9591e-02
  835351    4.4371e+07     0.2470    9.2024e-03
  835363    4.2783e+07     0.2466    5.4636e-03
  835374    6.6017e+07     0.6291    1.0000e-05
  835382    1.0917e+08     0.2676    3.2733e-02
  835469    4.7982e+07     0.4078    7.4011e-03
  835529    1.6453e+08     0.3640    7.1462e-03
  835532    7.6916e+07     0.2195    4.2813e-02
  835542    1.3085e+08     0.3494    8.2335e-03
  835553    1.4442e+08     0.3063    4.0155e-02
  835573    7.2601e+07     0.3719    8.7654e-03
  835587    2.5735e+07     0.5112    1.5455e-03
  835602    4.6313e+07     0.5049    2.2496e-03
  835618    3.5433e+07     0.3473    3.2012e-03
  835631    3.3686e+07     0.2546    5.2593e-03
  835649    4.3284e+07     0.4267    3.3021e-03
  835660    1.1202e+08     0.3043    2.8015e-02
  835666    2.8454e+07     0.2619    9.8264e-03
  835702    3.0905e+07     0.3449    5.0279e-03
  835722    4.5894e+07     0.4191    4.7940e-03
  835729    5.9678e+07     0.3343    9.0924e-03
  835748    3.7953e+07     0.2865    6.8815e-03
  835784    6.2675e+07     0.3403    1.2294e-02
  835816    3.0132e+07     0.3062    8.1474e-03
  835861    5.0184e+07     0.3187    1.2242e-02
  835875    8.2730e+07     0.6013    1.6412e-03
  836016    3.5591e+07     0.2447    5.5415e-03
  836025    5.7403e+07     0.3130    1.2317e-02
  836064    8.1134e+07     0.2740    1.3636e-02
  836074    4.5355e+07     0.2236    1.1461e-02
  836089    2.7139e+07     0.4668    2.9712e-03
  836104    2.6455e+07     0.2130    1.0117e-02
  836149    4.4792e+07     0.4731    5.2416e-03
  836181    5.2154e+07     0.3482    1.1584e-02
  836190    4.0845e+07     0.2952    6.5949e-03
  836252    2.5393e+07     0.3092    4.0507e-03
  836343    7.7123e+07     0.4542    6.4745e-03
  836352    5.7279e+07     0.2322    1.3892e-02
  836364    3.9736e+08     0.6369    3.3209e-03
  836496    5.0878e+07     0.1846    1.5161e-02
  836504    3.3107e+07     0.3234    7.0104e-03
  836537    3.9504e+07     0.2312    6.0257e-03
  836582    7.2572e+07     0.3142    1.1233e-02
  836622    2.8609e+07     0.3460    4.3307e-03
  836633    4.1997e+07     0.3299    6.5628e-03
  836658    3.1345e+07     0.3721    3.0653e-03
  836667    3.5589e+07     0.2723    6.1599e-03
  836704    6.9422e+07     0.3055    7.8241e-03
  836712    2.8986e+07     0.4903    1.7981e-03
  836730    3.1358e+07     0.3507    4.3898e-03
  836754    5.8778e+07     0.3865    5.6009e-03
  836789    2.5362e+07     0.2190    4.9398e-03
  836798    2.6089e+07     0.1670    7.4130e-03
  836813    6.1619e+07     0.2651    8.0895e-03
  836828    7.2334e+07     0.1524    2.9562e-02
  836929    4.0364e+07     0.2396    8.0315e-03
  836958    8.6161e+07     0.3235    9.7642e-03
  836986    7.1785e+07     0.4528    7.3781e-03
  836991    4.2313e+07     0.2478    1.7815e-03
  837102    2.6496e+07     0.6097    1.0000e-05
  837140    5.0445e+07     0.5445    1.3811e-03
  837151    1.8868e+08     0.6914    1.0000e-05
  837153    1.5140e+08     0.2552    5.0337e-02
  837158    1.5603e+08     0.3509    2.2044e-02
  837169    2.5760e+07     0.3200    4.1259e-03
  837181    4.9083e+07     0.4185    3.2517e-03
  837220    2.7388e+08     0.6221    3.7101e-03
  837226    8.3110e+07     0.3913    1.2609e-02
  837249    4.6040e+07     0.2989    7.4664e-03
  837275    5.1235e+07     0.3650    1.0785e-02
  837301    2.9960e+07     0.2984    7.4836e-03
  837321    3.0106e+07     0.2974    2.2786e-03
  837331    3.5057e+07     0.2711    8.0524e-03
  837347    2.5646e+07     0.4327    2.3419e-03
  837386    3.8544e+07     0.2183    9.0384e-03
  837397    4.2405e+07     0.2754    1.2964e-02
  837410    3.7459e+07     0.3213    1.7311e-03
  837422    2.8611e+07     0.2906    1.0601e-02
  837455    3.7646e+07     0.3147    7.6491e-03
  837475    1.1621e+08     0.4834    5.3526e-03
  837486    3.5325e+07     0.4328    1.4146e-03
  837544    1.7794e+08     0.6686    1.0000e-05
  837555    3.0569e+07     0.5440    1.3481e-03
  837575    5.8241e+07     0.3361    1.6983e-02
  837600    7.3040e+08     0.6938    6.2261e-04
  837617    1.4116e+08     0.6540    1.0000e-05
  837626    5.1007e+07     0.3598    3.5401e-03
  837639    3.1414e+07     0.3737    3.1615e-03
  837652    2.9215e+07     0.3252    6.2825e-03
  837674    8.0995e+07     0.3301    1.4955e-02
  837680    3.1830e+07     0.2499    7.3913e-03
  837735    2.0444e+08     0.3612    1.4917e-02
  837754    3.2784e+07     0.2889    9.8437e-03
  837768    1.0786e+08     0.3321    2.4982e-02
  837821    2.5505e+07     0.2674    5.5090e-03
  837834    2.6016e+07     0.4024    3.6491e-03
  837855    3.7153e+07     0.4474    2.7175e-03
  837901    2.6128e+07     0.2302    4.1842e-03
  837942    2.9842e+07     0.5468    1.4092e-03
  838027    1.6436e+08     0.6774    1.0000e-05
  838045    5.2340e+07     0.1889    8.0672e-03
  838054    3.7561e+07     0.3147    9.9277e-03
  838085    1.2790e+08     0.3450    1.4481e-02
  838089    6.0319e+07     0.3229    1.2971e-02
  838120    3.0669e+07     0.5994    1.6254e-03
  838148    2.8670e+07     0.3204    4.3041e-03
  838161    5.7773e+07     0.2428    1.7216e-02
  838177    6.4424e+07     0.6098    1.1104e-03
  838193    2.7285e+07     0.2420    4.2801e-03
  838216    3.5116e+07     0.3290    5.0149e-03
  838223    4.5965e+07     0.3294    9.5636e-03
  838229    5.1155e+07     0.3672    1.0842e-02
  838258    4.5051e+07     0.6188    4.2991e-04
  838349    6.7535e+07     0.3285    5.9337e-03
  838357    3.5810e+07     0.1955    1.0629e-02
  838388    3.5880e+07     0.2110    6.2272e-03
  838402    5.3975e+07     0.2528    1.7920e-02
  838415    4.2312e+07     0.3608    4.9408e-03
  838464    4.3960e+07     0.2415    1.7519e-02
  838542    3.1446e+07     0.4054    3.8051e-03
  838559    4.1496e+07     0.5470    2.2079e-03
  838566    4.2826e+07     0.2554    1.2156e-02
  838582    2.7029e+07     0.2345    9.9246e-03
  838629    3.4057e+07     0.2640    6.7522e-03
  838667    4.4207e+07     0.2495    1.2312e-02
  838696    3.0725e+07     0.2361    8.0939e-03
  838709    6.9780e+07     0.2969    2.0370e-02
  838768    2.6086e+07     0.4047    3.7046e-03
  838799    3.2251e+07     0.3317    4.8802e-03
  838814    3.1221e+07     0.4197    2.0250e-03
  838867    4.4321e+07     0.3989    6.2115e-03
  838908    4.4261e+07     0.6418    3.3485e-04
  838917    6.2018e+07     0.5418    3.6383e-03
  838948    5.8174e+07     0.2741    1.3238e-02
  838980    1.0019e+08     0.3776    1.3800e-02
  839004    3.5872e+07     0.1986    4.4270e-03
  839022    3.4514e+07     0.3796    4.0042e-03
  839034    4.2970e+07     0.2973    5.9593e-03
  839081    3.1785e+07     0.2471    6.5627e-03
  839094    3.0767e+07     0.2571    7.9735e-03
  839110    5.1232e+07     0.3004    8.8422e-03
  839199    2.7147e+07     0.3415    6.0558e-03
  839215    7.1957e+07     0.6157    6.1521e-05
  839242    5.3552e+07     0.5146    2.4870e-05
  839285    6.5036e+07     0.4210    6.6235e-03
  839298    3.2375e+07     0.5293    1.0933e-03
  839320    4.5509e+07     0.4751    2.9579e-03
  839361    3.2392e+07     0.3125    4.9301e-03
  839373    3.6101e+07     0.2718    1.0096e-02
  839394    3.7314e+07     0.1501    2.0270e-02
  839402    8.9027e+07     0.3363    9.3151e-03
  839431    3.2782e+07     0.3427    5.0766e-03
  839450    3.0294e+07     0.2832    5.1080e-03
  839476    4.2637e+07     0.3351    4.9571e-03
  839492    2.5436e+07     0.2153    6.4741e-03
  839546    1.0620e+08     0.6003    1.3018e-03
  839600    3.1970e+07     0.3145    4.6606e-03
  839621    4.7401e+07     0.5014    3.3544e-03
  839630    4.3249e+07     0.2210    1.3541e-02
  839664    2.8327e+07     0.2425    7.0235e-03
  839707    4.2368e+07     0.2871    1.2752e-02
  839750    2.5568e+07     0.2183    1.1252e-02
  839791    2.8128e+07     0.2340    1.0288e-02
  839847    3.8115e+07     0.6415    1.0000e-05
  839857    3.4758e+07     0.3321    9.2691e-03
  839877    2.2728e+08     0.6736    3.7298e-04
  839879    3.5251e+07     0.3613    4.6028e-03
  839903    4.8793e+07     0.1709    1.4439e-02
  839935    9.7182e+07     0.3821    1.2515e-02
  839963    2.2857e+08     0.4964    1.7395e-02
  839968    3.4391e+07     0.3458    1.9727e-03
  839977    4.2514e+07     0.2068    1.9078e-02
  840044    1.0229e+08     0.4076    1.8127e-02
  840060    2.8007e+07     0.4476    1.0565e-03
  840085    6.2525e+07     0.3155    4.5594e-03
  840094    2.5967e+07     0.6507    1.0000e-05
  840149    3.4015e+07     0.3690    5.5150e-03
  840160    2.5246e+07     0.2558    4.6547e-03
  840187    4.2495e+07     0.3986    3.3342e-03
  840207    5.3020e+07     0.4086    5.0591e-03
  840254    2.8193e+07     0.2924    7.4636e-03
  840337    4.9654e+07     0.4529    3.5568e-03
  840346    5.5498e+07     0.3236    6.4674e-03
  840355    2.7544e+07     0.3485    3.1183e-03
  840395    6.8401e+07     0.5280    1.8244e-03
  840425    4.4193e+07     0.3183    3.4135e-03
  840434    3.4268e+07     0.4110    9.0977e-04
  840463    1.3984e+08     0.3552    1.5983e-02
  840469    3.7211e+07     0.2802    3.9204e-03
  840547    4.3268e+07     0.4315    3.2319e-03
  840588    3.1311e+07     0.2712    7.6674e-03
  840628    3.0183e+07     0.3285    4.4628e-03
  840651    4.5406e+07     0.3794    6.2219e-03
  840711    4.2810e+07     0.2862    1.0094e-02
  840758    7.3779e+07     0.6504    7.3672e-05
  840767    3.0405e+07     0.2780    6.7771e-03
  840813    5.3820e+07     0.3461    9.1792e-03
  840836    3.6686e+07     0.2619    7.2842e-03
  840854    2.6432e+07     0.2015    7.1075e-03
  840881    6.7822e+07     0.3081    6.1197e-03
  840908    3.4020e+07     0.3498    5.5709e-03
  840954    2.7183e+07     0.4947    1.8991e-03
  840968    4.1836e+07     0.4080    2.3571e-03
  841014    2.8422e+07     0.3184    3.2125e-03
  841053    2.8925e+07     0.1877    3.3792e-03
  841095    1.6520e+08     0.6277    1.0000e-05
  841103    2.5378e+07     0.2537    3.5130e-03
  841131    6.1573e+07     0.5904    2.5963e-05
  841141    1.7801e+08     0.6580    1.0000e-05
  841144    3.1516e+07     0.2984    1.6282e-03
  841204    4.9224e+07     0.2476    9.8446e-03
  841230    6.8515e+07     0.3702    8.9076e-03
  841256    3.6026e+07     0.3731    2.2212e-03
  841276    4.5054e+07     0.4349    4.4450e-03
  841285    4.7238e+07     0.4684    3.9121e-03
  841312    4.0020e+07     0.3881    4.6269e-03
  841323    5.8182e+07     0.3050    1.4080e-02
  841343    2.7545e+07     0.3750    4.0061e-03
  841366    4.5245e+07     0.3359    1.1534e-02
  841374    6.2259e+07     0.2710    1.3801e-02
  841382    3.9337e+07     0.2416    1.5317e-02
  841401    3.8803e+07     0.2851    1.1420e-02
  841474    2.9408e+07     0.3661    5.2958e-03
  841489    3.3642e+07     0.1250    1.2369e-02
  841537    3.0169e+07     0.1356    1.0201e-02
  841544    2.6998e+07     0.2984    5.8473e-03
  841556    3.9029e+07     0.2585    8.8710e-03
  841577    4.8238e+07     0.4662    2.2264e-03
  841583    4.4391e+07     0.3502    8.3150e-03
  841741    2.5722e+07     0.3305    3.6440e-03
  841752    4.8987e+07     0.2635    7.9396e-03
  841767    2.8444e+07     0.3521    4.0957e-03
  841817    2.6649e+07     0.2319    6.8481e-03
  841856    2.6194e+07     0.3977    1.5184e-03
  841934    6.9143e+07     0.5276    2.4833e-03
  841948    2.8784e+07     0.2804    4.8061e-03
  841993    5.7244e+07     0.3537    4.7833e-03
  842027    2.9178e+07     0.3329    3.0959e-03
  842060    6.0832e+07     0.4762    3.1377e-03
  842094    3.2449e+07     0.3587    4.6273e-03
  842128    6.3734e+07     0.5813    1.0000e-05
  842198    6.4879e+07     0.5403    1.2773e-03
  842213    4.5251e+07     0.3904    5.0760e-03
  842224    6.8126e+07     0.4033    7.2901e-03
  842260    5.0024e+07     0.2782    1.1988e-02
  842291    9.7894e+07     0.4154    6.6411e-03
  842295    3.9089e+07     0.3339    6.7300e-03
  842306    5.6215e+07     0.2085    9.2767e-03
  842356    3.2273e+07     0.3734    3.8644e-03
  842384    2.7380e+07     0.2037    4.1233e-03
  842394    2.9489e+07     0.2058    1.2408e-02
  842409    6.0972e+07     0.3607    1.0892e-02
  842415    2.8410e+07     0.2219    3.3414e-03
  842491    3.2524e+07     0.2299    4.5829e-03
  842618    2.9158e+07     0.2791    6.2283e-03
  842646    1.2775e+08     0.6555    1.0000e-05
  842650    3.4491e+07     0.2353    9.8960e-03
  842661    5.9137e+07     0.4758    3.3286e-03
  842671    4.2468e+07     0.2418    8.2023e-03
  842697    5.4218e+07     0.4207    7.1380e-03
  842720    9.6672e+07     0.2810    2.8051e-02
  842758    3.3702e+07     0.3034    2.6711e-03
  842774    4.0598e+07     0.4006    5.9854e-03
  842844    3.0321e+07     0.4203    1.4308e-03
  842881    6.5582e+07     0.4471    8.2228e-03
  842908    3.3030e+07     0.2864    7.5257e-03
  843008    5.5285e+07     0.3414    7.3285e-03
  843027    1.1527e+08     0.5552    2.2327e-03
  843079    2.0620e+08     0.7050    1.0000e-05
  843083    3.1889e+07     0.3264    9.4807e-04
  843148    3.6826e+07     0.4249    1.7866e-03
  843181    4.4036e+07     0.2860    1.0441e-02
  843192    3.0370e+07     0.2776    6.1411e-03
  843341    3.1697e+07     0.4167    2.9719e-03
  843376    2.9906e+07     0.3094    4.3753e-03
  843418    5.9489e+07     0.5710    3.6791e-03
  843427    2.7470e+07     0.2281    7.5794e-03
  843447    3.4433e+07     0.3664    5.0081e-03
  843478    3.0622e+07     0.5095    1.3421e-03
  843503    3.0410e+07     0.2790    5.3660e-03
  843573    3.4114e+07     0.2044    1.0716e-02
  843587    3.9344e+07     0.4261    2.5818e-03
  843645    9.6992e+07     0.3856    1.4179e-02
  843648    5.6880e+07     0.2655    1.7075e-02
  843653    3.7928e+07     0.5075    2.7534e-03
  843661    9.7243e+07     0.3096    1.3385e-02
  843776    3.2055e+07     0.1890    7.8391e-03
  843795    6.0520e+07     0.2798    8.8694e-03
  843805    4.1120e+07     0.3337    5.8896e-03
  843915    4.9979e+07     0.2604    9.3763e-03
  843923    3.1589e+07     0.2410    6.5871e-03
  843948    2.9610e+07     0.4076    2.2954e-03
  843983    5.4123e+07     0.3518    5.8814e-03
  843992    2.9345e+07     0.2309    1.3575e-02
  844039    4.4650e+07     0.4392    5.4308e-03
  844055    8.8683e+07     0.6225    1.0000e-05
  844189    3.8156e+07     0.6335    1.0000e-05
  844202    3.1503e+07     0.3732    3.4879e-03
  844209    3.0050e+07     0.4639    2.2258e-03
  844265    6.6763e+07     0.6485    7.0360e-05
  844298    4.4172e+07     0.2639    9.3729e-03
  844311    3.4111e+07     0.3442    1.0046e-02
  844328    4.3133e+07     0.5247    2.6084e-03
  844338    5.8968e+07     0.6252    2.5287e-04
  844345    4.7124e+07     0.1930    1.8137e-02
  844423    3.6246e+07     0.3568    4.8876e-03
  844451    3.0431e+07     0.3259    1.2969e-02
  844510    3.6082e+07     0.3332    4.5281e-03
  844530    8.6225e+07     0.4695    4.0857e-03
  844554    3.2860e+07     0.3060    1.9954e-03
  844560    3.5321e+07     0.2274    1.4032e-02
  844663    6.5326e+07     0.5213    4.9000e-03
  844686    7.1425e+07     0.4099    9.0899e-03
  844702    3.9554e+07     0.5782    4.8280e-04
  844759    3.1688e+07     0.4132    2.5672e-03
  844807    2.5675e+07     0.1545    9.8188e-03
  844833    4.0556e+07     0.6571    1.0000e-05
  844841    3.1903e+07     0.4536    3.6142e-03
  844880    1.0318e+08     0.5796    1.5319e-03
  844901    3.8904e+07     0.2774    5.6583e-03
  844911    1.0061e+08     0.3418    1.1214e-02
  844972    3.9669e+07     0.3284    6.0223e-03
  845092    2.9575e+07     0.4139    2.1143e-03
  845101    1.7797e+08     0.7466    1.0000e-05
  845187    2.1693e+08     0.6818    1.0000e-05
  845194    3.0509e+07     0.4091    2.3987e-03
  845220    9.5226e+07     0.6406    1.0000e-05
  845228    2.5511e+07     0.2316    4.0172e-03
  845302    2.7520e+07     0.3622    5.1187e-03
  845346    3.5733e+07     0.2311    8.3046e-03
  845360    2.7505e+07     0.3427    2.0619e-03
  845380    5.4541e+07     0.2434    1.3987e-02
  845400    3.1734e+07     0.6408    1.0000e-05
  845428    6.0521e+07     0.3359    8.2840e-03
