#   gal ID      M*           (g-r)       SFR
  681941    1.0780e+09     0.4002    5.3915e-02
  682036    1.0472e+09     0.2541    1.5075e-01
  682037    9.4703e+07     0.1990    3.1676e-02
  682038    4.9487e+07     0.1989    1.8853e-02
  682133    6.7194e+08     0.4042    7.4391e-02
  682134    2.1902e+08     0.5655    6.4686e-03
  682347    4.0126e+07     0.2524    4.4270e-03
  682478    8.8589e+07     0.3125    3.5740e-02
  682713    9.2434e+08     0.2230    1.5520e-01
  682714    6.2717e+07     0.0719    4.0311e-02
  682884    2.9479e+07     0.6254    1.0000e-05
  683041    9.3738e+07     0.2293    1.3477e-02
  683702    1.1402e+09     0.2182    3.4552e-01
  683812    1.1674e+09     0.2722    1.2797e-01
  683813    5.8437e+07     0.2816    5.0311e-03
  683909    4.9118e+08     0.3193    4.4674e-02
  683910    1.9538e+08     0.3070    2.7696e-02
  684242    1.1403e+09     0.3097    1.2484e-01
  684320    1.0759e+09     0.1973    3.0041e-01
  684321    7.3125e+07     0.3855    3.6427e-03
  684420    2.4109e+08     0.2493    2.7413e-02
  684421    4.6321e+08     0.2171    1.0905e-01
  684588    6.5985e+08     0.2278    1.5284e-01
  684590    8.5525e+07     0.2383    1.9445e-02
  684711    8.3557e+08     0.2806    1.2563e-01
  685079    3.7327e+07     0.4740    1.5953e-03
  685158    6.6827e+08     0.4087    2.6817e-02
  685159    4.2474e+08     0.2479    7.3916e-02
  685160    2.8110e+08     0.3819    1.6144e-02
  685262    8.7102e+08     0.2286    1.4660e-01
  685336    6.7885e+07     0.3929    5.0789e-03
  685653    1.0420e+09     0.3493    1.1258e-01
  685654    1.3412e+08     0.3192    1.8140e-02
  685655    1.0701e+08     0.2059    3.5418e-02
  685739    5.4098e+08     0.3257    8.0828e-02
  685740    2.1897e+08     0.4475    1.4091e-02
  685847    3.1438e+08     0.2731    3.0795e-02
  685848    1.3052e+08     0.3142    1.6969e-02
  686101    8.8095e+08     0.2157    1.3193e-01
  686459    6.7553e+08     0.1924    1.8198e-01
  686554    6.5081e+08     0.2746    1.0103e-01
  686627    1.8122e+08     0.2692    1.7742e-02
  686628    2.7811e+08     0.2958    4.5373e-02
  686629    1.8511e+08     0.4005    1.9724e-02
  687269    1.1212e+09     0.3070    1.0755e-01
  687331    1.1403e+09     0.2615    2.4238e-01
  687423    1.1564e+09     0.3319    9.5043e-02
  687613    9.2691e+08     0.2468    1.6779e-01
  687721    1.0688e+09     0.2675    1.6979e-01
  687787    9.2565e+08     0.3005    9.3009e-02
  687874    1.1302e+09     0.3277    8.4651e-02
  687965    9.7705e+08     0.3166    1.0372e-01
  687966    1.3809e+08     0.2707    1.2314e-02
  688135    6.6490e+08     0.1359    4.7515e-01
  688136    9.4258e+07     0.2896    1.9312e-02
  688299    9.8491e+08     0.2053    2.0540e-01
  688493    9.3610e+08     0.2285    1.4054e-01
  688586    1.2253e+09     0.3183    1.3003e-01
  688869    7.5999e+07     0.4621    7.1885e-03
  688969    1.0807e+08     0.2314    3.2533e-02
  688970    1.4200e+08     0.1956    5.5422e-02
  688971    2.9894e+07     0.2669    5.6546e-03
  689100    1.1693e+09     0.2832    2.8435e-01
  689150    1.0658e+09     0.2962    1.4520e-01
  689151    3.7067e+07     0.1667    1.1232e-02
  689246    2.8068e+08     0.3009    4.0694e-02
  689397    5.0330e+08     0.2662    9.1672e-02
  689398    1.3171e+08     0.1742    5.6609e-02
  689486    1.2541e+09     0.4016    7.0733e-02
  689685    1.2536e+09     0.5059    6.3573e-02
  689686    6.4536e+08     0.2766    1.2779e-01
  689979    6.7310e+08     0.2720    1.3365e-01
  689980    1.3036e+08     0.3208    3.8007e-02
  690244    8.7818e+08     0.2170    2.8578e-01
  690245    4.1960e+07     0.5261    8.8479e-04
  690319    1.0965e+09     0.3100    7.2074e-02
  690321    1.7895e+08     0.3003    1.5143e-02
  690394    1.0295e+09     0.3101    1.2310e-01
  690455    4.8314e+08     0.3036    9.1166e-02
  690456    9.1567e+07     0.2801    1.5933e-02
  690457    2.8434e+07     0.2084    7.0403e-03
  690555    1.0695e+09     0.2736    1.6764e-01
  690743    1.1329e+09     0.4265    8.5644e-02
  690957    9.0496e+08     0.2890    5.3008e-02
  691016    5.4568e+08     0.2689    7.9636e-02
  691017    3.8622e+08     0.3561    7.7073e-02
  691118    7.5828e+08     0.2765    8.6739e-02
  691193    1.2456e+09     0.3003    1.1675e-01
  691265    3.6747e+08     0.2727    5.3183e-02
  691266    2.6568e+07     0.3126    7.9033e-03
  691267    4.5312e+07     0.2480    1.0093e-02
  691467    4.7214e+08     0.4277    2.7259e-02
  691468    9.7703e+07     0.2302    3.4692e-02
  691469    1.7762e+08     0.4008    1.6586e-02
  691545    5.4687e+08     0.1329    1.4707e-01
  691656    2.7416e+07     0.5070    2.0057e-05
  691774    6.6900e+08     0.2939    1.1743e-01
  691775    4.0713e+07     0.1815    1.3883e-02
  691777    4.8736e+07     0.1053    2.4920e-02
  691885    4.0782e+08     0.2070    1.1738e-01
  691886    1.8282e+08     0.1973    5.3649e-02
  691956    6.7375e+08     0.2855    7.7664e-02
  691957    1.0177e+08     0.2298    4.9765e-02
  692045    4.9360e+07     0.5225    2.0785e-03
  692122    8.6327e+08     0.2341    2.6737e-01
  692123    1.0722e+08     0.4447    6.7182e-03
  692194    6.6606e+08     0.2240    1.3270e-01
  692195    1.4093e+08     0.4291    1.4705e-02
  692714    1.0698e+09     0.4022    5.1489e-02
  692799    1.0559e+09     0.2686    1.2989e-01
  692800    9.1185e+07     0.2596    1.5696e-02
  692882    8.9124e+08     0.3935    1.1261e-01
  693304    9.8733e+08     0.2156    4.1236e-01
  693305    1.1575e+08     0.2073    5.9051e-02
  693554    8.7276e+08     0.2108    2.6797e-01
  693555    8.4609e+07     0.3015    5.9660e-03
  693690    3.2127e+07     0.6535    1.0000e-05
  693835    1.1280e+09     0.2756    1.3014e-01
  693974    9.4276e+07     0.1333    4.4380e-02
  693975    7.8436e+07     0.1350    3.4828e-02
  693976    9.6075e+07     0.3691    9.2144e-03
  694124    1.1985e+09     0.1723    3.2855e-01
  694176    8.2878e+08     0.3703    4.7949e-02
  694177    2.5525e+07     0.3352    3.0293e-03
  694301    1.0683e+09     0.3384    1.8245e-01
  694422    1.3824e+08     0.1977    3.9912e-02
  694489    4.6204e+08     0.2768    7.5842e-02
  694541    4.5103e+08     0.2189    8.2766e-02
  694542    1.9094e+08     0.2749    2.1662e-02
  694832    6.6630e+08     0.3261    5.1054e-02
  694833    1.0476e+08     0.4224    3.5820e-03
  694977    8.1453e+08     0.2638    1.5459e-01
  695063    9.2923e+08     0.3125    6.3923e-02
  695214    6.2792e+08     0.2759    8.0342e-02
  695215    5.5756e+07     0.2744    1.1977e-02
  695403    7.3136e+08     0.5106    3.2324e-02
  695404    1.1492e+08     0.2061    2.9437e-02
  695819    6.7102e+08     0.2231    7.6084e-02
  695962    4.7383e+08     0.2224    1.3678e-01
  695963    1.9923e+08     0.2650    3.5566e-02
  696147    5.5828e+08     0.2186    1.3572e-01
  696148    6.5175e+07     0.2649    1.6432e-02
  696475    6.9005e+08     0.2463    8.0853e-02
  696562    2.8245e+08     0.2191    3.3772e-02
  696563    1.9429e+08     0.3209    1.1928e-02
  696564    2.5968e+07     0.2714    5.7429e-03
  696679    1.0275e+09     0.2516    1.9144e-01
  696731    1.1590e+09     0.2629    2.6917e-01
  696776    1.1731e+09     0.2904    3.1994e-01
  696854    6.2222e+08     0.1583    1.9242e-01
  696937    7.0433e+08     0.3034    5.0054e-02
  697082    1.1935e+09     0.2834    1.1700e-01
  697153    9.3068e+08     0.4444    5.8582e-02
  697210    6.0226e+08     0.2738    5.1741e-02
  697278    5.5180e+08     0.2731    4.2368e-02
  697328    8.1622e+08     0.2724    7.9377e-02
  697381    4.9057e+08     0.2338    5.5220e-02
  697383    4.2388e+07     0.3944    4.2433e-03
  697462    8.2812e+08     0.2772    2.5011e-01
  697464    7.8085e+07     0.1908    1.9761e-02
  697626    8.7440e+08     0.4053    4.1248e-02
  697675    9.6480e+08     0.2196    2.4605e-01
  697782    1.1761e+09     0.2781    1.8551e-01
  697854    1.6086e+08     0.3545    1.7265e-02
  698152    6.8685e+08     0.2594    1.0847e-01
  698268    8.7363e+08     0.2886    1.9495e-01
  698363    8.3141e+08     0.2402    1.5172e-01
  698503    3.4062e+07     0.1577    7.9192e-03
  698567    7.2155e+08     0.3156    5.4551e-02
  698690    5.3684e+08     0.4485    2.1726e-02
  699208    1.1156e+09     0.2918    1.8164e-01
  699271    4.5112e+08     0.2435    3.3468e-02
  699272    7.1087e+07     0.3674    1.3539e-02
  699467    8.7811e+08     0.3212    8.1747e-02
  699468    8.0683e+07     0.3590    1.0719e-02
  699613    6.4505e+08     0.2767    1.1491e-01
  699614    1.7562e+08     0.1979    5.7470e-02
  699682    5.3627e+08     0.2475    7.4214e-02
  699683    7.3602e+07     0.1403    1.9866e-02
  699798    8.6210e+08     0.2882    5.0824e-02
  700018    1.0625e+09     0.3155    2.6491e-01
  700019    2.9396e+08     0.1722    1.5441e-01
  700273    7.7932e+08     0.3698    3.7277e-02
  700434    4.7566e+08     0.2357    9.1104e-02
  700435    3.1850e+07     0.2663    1.0858e-02
  700525    1.0076e+09     0.2682    8.5858e-02
  700600    7.9496e+08     0.3773    5.2395e-02
  700751    1.1460e+09     0.4908    1.2211e-01
  700935    1.1366e+09     0.2970    1.6618e-01
  700994    8.0819e+08     0.2573    1.4625e-01
  701081    8.3491e+08     0.2796    1.2025e-01
  701245    9.1315e+08     0.3467    3.2365e-02
  701246    5.3002e+07     0.4698    5.4769e-03
  701319    1.1992e+09     0.3143    2.3528e-01
  701372    8.0045e+08     0.4883    4.1606e-02
  701373    3.3174e+08     0.2566    3.5710e-02
  701447    9.9594e+08     0.2866    1.4440e-01
  701644    6.3144e+08     0.1723    1.4448e-01
  701717    5.3480e+08     0.2699    5.7914e-02
  701860    8.9209e+08     0.2910    1.2598e-01
  701965    7.4022e+08     0.2854    7.3591e-02
  702030    9.5221e+08     0.3777    1.2239e-01
  702031    8.1425e+07     0.2637    2.4876e-02
  702243    8.6603e+08     0.2891    1.7636e-01
  702364    6.4487e+08     0.2333    8.3270e-02
  702450    6.5463e+08     0.2228    5.6309e-02
  702512    8.8445e+08     0.2577    1.4579e-01
  702581    1.0191e+09     0.4284    7.2232e-02
  702582    7.6933e+07     0.1601    2.9426e-02
  702710    7.0371e+08     0.3415    9.6642e-02
  702711    6.9586e+07     0.1969    3.1985e-02
  702925    3.4495e+08     0.2734    5.7266e-02
  703125    8.8629e+08     0.3827    9.3959e-02
  703179    5.5950e+08     0.3847    7.8570e-02
  703180    1.9410e+08     0.2670    7.8739e-02
  703249    7.0505e+08     0.1131    4.2631e-01
  703312    4.7913e+08     0.2496    8.4140e-02
  703410    6.2131e+08     0.2619    9.0990e-02
  703533    2.8944e+08     0.3028    2.6428e-02
  703534    1.3561e+08     0.2656    3.4972e-02
  703620    9.4393e+08     0.3770    1.0698e-01
  703702    1.0666e+09     0.2801    1.0531e-01
  703788    5.2276e+08     0.2947    9.0766e-02
  703868    1.0179e+09     0.3414    1.0597e-01
  703960    1.1291e+09     0.3999    6.6077e-02
  704126    6.7767e+08     0.2406    5.3253e-02
  704192    9.3814e+08     0.2771    2.2787e-01
  704294    1.0200e+09     0.2772    9.6090e-02
  704381    8.0247e+08     0.2789    9.4556e-02
  704456    5.1312e+08     0.2734    1.3746e-01
  704457    1.0514e+08     0.3628    1.3546e-02
  704690    5.2234e+08     0.3600    5.0865e-02
  704691    1.1953e+08     0.2392    2.9020e-02
  704794    5.4955e+08     0.3340    6.8078e-02
  704796    1.9692e+08     0.3495    1.2507e-02
  704869    3.5165e+08     0.2533    5.0535e-02
  704870    4.9194e+07     0.3770    4.5293e-03
  704933    1.4184e+08     0.1842    2.2779e-02
  704934    7.2595e+07     0.2438    1.4934e-02
  704935    5.2907e+07     0.1826    1.7895e-02
  705008    5.4063e+08     0.4524    3.6845e-02
  705009    5.6935e+08     0.2884    8.1732e-02
  705065    9.2696e+08     0.2350    1.4425e-01
  705119    9.7968e+08     0.3116    1.1560e-01
  705198    1.1007e+09     0.5436    4.1651e-02
  705275    9.5498e+08     0.3956    5.2708e-02
  705276    2.9037e+07     0.5589    2.6738e-04
  705323    9.7224e+08     0.2500    2.4461e-01
  705525    9.5672e+08     0.3259    8.9550e-02
  705595    1.0165e+09     0.2338    1.2058e-01
  705651    6.4086e+08     0.2298    1.4056e-01
  705726    6.8412e+08     0.2373    1.1073e-01
  705727    3.0655e+08     0.2331    7.3634e-02
  705842    4.5751e+08     0.3286    3.9970e-02
  705843    7.1408e+07     0.4323    5.8496e-03
  705909    9.5142e+08     0.3467    8.2707e-02
  706093    3.7505e+08     0.2843    3.9380e-02
  706163    1.0617e+09     0.2723    1.9785e-01
  706199    2.7517e+08     0.3764    2.5470e-02
  706200    2.3486e+08     0.2382    7.2233e-02
  706243    4.9805e+08     0.3437    4.3019e-02
  706245    1.1859e+08     0.2004    2.8660e-02
  706298    8.6239e+08     0.2879    1.7523e-01
  706393    1.0721e+09     0.2930    1.9748e-01
  706460    4.2217e+08     0.2781    5.4342e-02
  706537    7.5420e+08     0.2512    5.4748e-02
  706573    8.6484e+08     0.1729    2.0017e-01
  706628    5.1292e+07     0.4475    6.5864e-03
  706753    3.1662e+08     0.2623    7.2583e-02
  706754    1.0373e+08     0.2672    1.6860e-02
  706874    1.0268e+09     0.3755    9.7594e-02
  706938    6.1313e+08     0.3324    7.2700e-02
  706996    2.3930e+08     0.2148    7.4672e-02
  707184    1.1421e+09     0.4918    2.8078e-02
  707239    8.1082e+08     0.2729    4.7702e-02
  707357    3.7967e+08     0.2848    3.0405e-02
  707358    9.1969e+07     0.2357    2.6171e-02
  707435    4.2935e+08     0.3144    2.1938e-02
  707529    4.7657e+08     0.2676    7.2548e-02
  707839    1.2586e+09     0.4081    5.1752e-02
  707876    1.1524e+09     0.3372    7.5830e-02
  707955    5.3052e+08     0.2872    8.8814e-02
  708025    1.1564e+09     0.3680    9.2589e-02
  708108    9.4744e+08     0.4074    5.2281e-02
  708193    4.8829e+08     0.2842    7.9520e-02
  708293    5.3126e+08     0.2325    8.8347e-02
  708426    1.1551e+09     0.3782    1.4473e-01
  708525    2.6472e+08     0.3966    1.9113e-02
  708526    6.7551e+07     0.2260    1.7922e-02
  708696    9.0124e+08     0.3212    2.2300e-01
  708747    5.1146e+08     0.3599    5.0269e-02
  708810    1.0955e+09     0.2999    1.7871e-01
  708863    9.7511e+08     0.1879    3.2606e-01
  708985    9.2342e+08     0.4180    7.9426e-02
  709040    8.7825e+08     0.2417    1.1841e-01
  709093    5.7609e+08     0.2026    1.3113e-01
  709224    3.8315e+08     0.2047    4.4738e-02
  709282    2.8491e+08     0.1994    3.9313e-02
  709286    3.2660e+07     0.1579    2.2904e-03
  709345    5.2760e+08     0.1873    9.7438e-02
  709506    1.0045e+09     0.7139    5.1015e-04
  709507    2.5738e+08     0.5664    7.6398e-03
  709651    8.2725e+08     0.2523    6.5268e-02
  709699    9.6078e+08     0.2834    2.1498e-01
  709801    1.1526e+09     0.3212    1.4970e-01
  709831    1.2384e+09     0.3364    1.6858e-01
  709949    3.9923e+08     0.2497    1.1269e-01
  710164    1.5311e+08     0.1548    5.5809e-02
  710165    2.7879e+07     0.2298    6.9645e-03
  710363    5.6592e+08     0.3141    1.5019e-02
  710426    1.1873e+09     0.4819    3.1831e-02
  710504    1.0462e+09     0.3862    3.2486e-02
  710716    4.6322e+08     0.2287    1.0695e-01
  710717    3.2330e+07     0.3567    3.5997e-03
  710775    5.6180e+08     0.2640    8.0754e-02
  710862    8.1823e+07     0.3523    9.6807e-03
  711010    1.1610e+09     0.3516    1.6166e-01
  711011    6.3564e+07     0.2949    1.5370e-02
  711069    8.0031e+08     0.2649    9.6644e-02
  711192    1.0009e+09     0.3877    7.6642e-02
  711193    4.3141e+07     0.3663    5.6835e-03
  711236    1.0281e+09     0.3393    1.1029e-01
  711338    1.5915e+08     0.4219    1.4004e-02
  711339    1.3807e+08     0.1761    1.6371e-02
  711431    8.8641e+08     0.4878    3.5858e-02
  711502    4.4363e+08     0.2883    4.2018e-02
  711565    8.6242e+08     0.3662    4.3830e-02
  711648    4.5321e+08     0.3942    3.7386e-02
  711649    1.3743e+08     0.2866    2.0898e-02
  711719    5.1910e+08     0.1735    2.3433e-01
  711794    5.7761e+08     0.2861    1.2058e-01
  711853    9.1022e+08     0.2622    7.3092e-02
  711948    9.4470e+07     0.2154    1.6048e-02
  711952    4.0080e+07     0.3096    7.6463e-03
  712111    1.1641e+09     0.3912    1.4708e-01
  712224    4.8999e+08     0.2803    8.0147e-02
  712225    3.4480e+07     0.5441    5.9455e-04
  712379    5.1990e+08     0.3926    4.4677e-02
  712380    3.9399e+07     0.2644    8.1101e-03
  712457    7.1053e+08     0.1888    2.4705e-01
  712517    7.1953e+08     0.3013    7.2098e-02
  712591    1.7370e+08     0.3317    1.2909e-02
  712592    1.0143e+08     0.2294    2.2407e-02
  712686    2.2745e+08     0.2626    4.0396e-02
  712687    6.6164e+07     0.2269    2.5587e-02
  712763    7.7856e+08     0.3223    8.9209e-02
  712820    1.7323e+08     0.2792    3.4789e-02
  712942    3.8915e+08     0.2240    1.5324e-01
  713003    4.7458e+08     0.3221    9.1505e-02
  713097    7.5143e+08     0.3495    6.2004e-02
  713241    6.6612e+07     0.3005    1.3273e-02
  713242    9.0750e+07     0.2644    1.3305e-02
  713327    6.6566e+08     0.3801    8.4685e-02
  713328    1.0513e+08     0.4656    1.0408e-02
  713402    2.4061e+08     0.2754    5.8559e-02
  713403    7.2921e+07     0.3403    1.4102e-02
  713481    3.5166e+08     0.2418    6.1365e-02
  713526    6.5865e+08     0.2861    9.7744e-02
  713619    7.5139e+08     0.3665    2.9237e-02
  713665    8.2768e+08     0.3401    1.0558e-01
  713737    3.6477e+08     0.1551    1.0204e-01
  713738    1.0326e+08     0.2828    2.5978e-02
  713739    6.8234e+07     0.5249    1.1657e-03
  713790    2.9745e+08     0.2945    5.2885e-02
  713791    1.5082e+08     0.2576    2.5924e-02
  713868    1.0056e+09     0.2620    3.3261e-01
  713914    1.2470e+09     0.3328    1.9272e-01
  713978    1.0568e+09     0.2602    1.9642e-01
  714093    1.1027e+09     0.3541    1.5395e-01
  714200    1.1910e+09     0.3206    1.0640e-01
  714240    2.4218e+08     0.2699    2.9965e-02
  714346    8.2712e+08     0.4621    3.0662e-02
  714398    1.1919e+09     0.3334    1.3347e-01
  714463    6.2505e+08     0.2681    1.5842e-01
  714587    1.0101e+09     0.3660    8.3259e-02
  714712    6.9713e+08     0.3909    7.0959e-02
  714713    7.6399e+07     0.3638    3.6236e-03
  714798    6.8277e+08     0.2800    9.2511e-02
  714862    7.0511e+08     0.2508    1.1954e-01
  714863    2.9662e+07     0.1548    5.9271e-03
  714911    4.4316e+08     0.3493    7.7044e-02
  714912    6.3748e+07     0.3661    5.7290e-03
  715007    3.8238e+08     0.2848    4.5544e-02
  715066    9.1843e+08     0.2875    1.8698e-01
  715153    6.9009e+08     0.2975    3.6056e-02
  715286    6.8973e+08     0.3090    1.0383e-01
  715353    3.6009e+07     0.5633    2.1695e-04
  715387    1.1312e+09     0.2987    2.5535e-01
  715504    5.3321e+07     0.6485    1.0000e-05
  715644    3.6294e+08     0.2414    4.6012e-02
  715743    1.0616e+09     0.2770    1.2696e-01
  715782    9.2621e+08     0.2970    1.4273e-01
  715972    3.7697e+08     0.4391    2.6665e-02
  715973    7.8944e+07     0.3032    2.2444e-02
  716029    6.9863e+08     0.3741    5.2356e-02
  716030    2.9379e+08     0.3543    2.5995e-02
  716084    3.4964e+08     0.2376    6.5908e-02
  716161    4.9545e+08     0.2802    4.1237e-02
  716202    6.6554e+08     0.2810    8.3988e-02
  716265    1.8404e+08     0.2366    3.1465e-02
  716266    4.3506e+07     0.3240    4.5492e-03
  716339    8.0606e+08     0.2588    1.1308e-01
  716400    7.3166e+08     0.2559    1.3176e-01
  716462    8.6863e+08     0.3319    7.5915e-02
  716514    1.6416e+08     0.2824    1.9693e-02
  716654    9.8482e+08     0.2609    2.4715e-01
  716697    3.0170e+08     0.3320    2.6604e-02
  716747    3.3591e+08     0.3659    2.2808e-02
  716748    1.0663e+08     0.2427    1.8995e-02
  716817    9.7192e+08     0.2943    4.1738e-02
  716858    1.1117e+09     0.2962    2.4052e-01
  716893    2.5987e+08     0.4651    1.5220e-02
  716940    2.3578e+08     0.2884    3.1786e-02
  716943    3.4391e+07     0.4127    3.2728e-03
  717043    5.4413e+08     0.2750    6.9852e-02
  717087    6.2033e+08     0.3105    6.5090e-02
  717157    2.9037e+08     0.3518    1.4345e-02
  717158    7.9393e+07     0.4480    4.3482e-03
  717234    6.3445e+08     0.3248    5.9029e-02
  717280    1.2459e+09     0.2304    2.9975e-01
  717356    2.3207e+08     0.2650    5.0147e-02
  717408    6.9087e+08     0.3802    4.3592e-02
  717445    1.2384e+09     0.2967    1.1709e-01
  717584    1.1695e+09     0.4155    1.5998e-01
  717670    4.0195e+08     0.2558    2.6056e-02
  717724    2.0680e+08     0.2389    6.3258e-02
  717725    4.6748e+07     0.2381    9.9751e-03
  717839    6.7967e+08     0.2895    1.2910e-01
  717902    1.5468e+08     0.3670    1.5695e-02
  717903    2.6388e+08     0.2410    6.4716e-02
  717970    3.8666e+08     0.1963    6.1996e-02
  718030    9.3520e+08     0.3225    7.5048e-02
  718082    9.7904e+08     0.4156    7.4017e-02
  718171    8.8622e+08     0.2424    1.5826e-01
  718241    1.0508e+09     0.3041    1.0215e-01
  718278    8.7388e+08     0.2845    9.0082e-02
  718353    5.3166e+08     0.2711    4.6371e-02
  718391    2.3061e+08     0.2727    5.2504e-02
  718392    8.2052e+07     0.3082    1.0985e-02
  718491    5.0494e+07     0.2935    1.0618e-02
  718492    7.4472e+07     0.3013    1.0531e-02
  718493    2.7915e+07     0.1933    6.3002e-03
  718608    7.3547e+08     0.3328    1.0241e-01
  718664    5.6397e+08     0.3500    1.1695e-01
  718665    9.3154e+07     0.1636    3.9145e-02
  718721    9.1110e+08     0.3904    1.0350e-01
  718776    6.0308e+08     0.3968    4.8125e-02
  718777    3.7739e+07     0.2431    1.7589e-02
  718873    1.1646e+09     0.2176    2.3850e-01
  718908    6.4691e+08     0.2954    7.1982e-02
  718937    7.0283e+08     0.2879    1.6788e-01
  719024    4.7470e+08     0.3755    1.5662e-02
  719100    5.2354e+08     0.1866    3.7414e-02
  719158    8.6120e+08     0.3419    1.4976e-01
  719196    5.4828e+08     0.4273    3.4570e-02
  719261    9.4000e+08     0.3077    1.5541e-01
  719318    4.3279e+08     0.2271    3.1327e-02
  719355    3.4457e+08     0.3535    4.3592e-02
  719356    5.3994e+07     0.2214    1.7056e-02
  719429    1.0515e+09     0.3882    6.4768e-02
  719471    7.6760e+08     0.3217    6.4910e-02
  719507    1.1577e+09     0.3256    1.9891e-01
  719608    7.7197e+08     0.3305    1.7146e-01
  719640    3.4429e+08     0.2377    8.9195e-02
  719744    1.0526e+09     0.3585    1.2516e-01
  719799    5.0489e+08     0.4187    2.5114e-02
  719800    3.3136e+07     0.3603    3.7274e-03
  719952    2.5838e+08     0.3279    3.2511e-02
  720000    6.7280e+08     0.3070    4.9360e-02
  720059    1.5872e+08     0.4005    1.0006e-02
  720060    4.2048e+07     0.3840    8.1639e-03
  720061    5.2053e+07     0.3076    5.6756e-03
  720169    3.7744e+08     0.4356    2.9715e-02
  720170    3.4028e+07     0.2501    6.2492e-03
  720171    3.1138e+07     0.3847    2.3598e-03
  720242    5.6935e+08     0.2478    8.1301e-02
  720295    2.0395e+08     0.2451    3.5964e-02
  720378    2.2404e+08     0.2456    3.5271e-02
  720461    1.0878e+09     0.4460    6.8693e-02
  720523    6.3496e+08     0.3032    1.2717e-01
  720524    1.1565e+08     0.2327    2.5538e-02
  720565    5.8715e+08     0.2770    8.0762e-02
  720626    6.6329e+08     0.3247    6.6277e-02
  720668    2.8471e+08     0.2725    4.2552e-02
  720745    2.4313e+08     0.2341    2.5789e-02
  720822    9.4976e+08     0.5577    1.7437e-02
  720823    1.6310e+08     0.6692    1.0000e-05
  720885    2.3332e+08     0.2106    3.8138e-02
  720886    6.1117e+08     0.2877    1.1520e-01
  720924    6.6974e+08     0.3536    6.7156e-02
  721084    1.2266e+09     0.2839    2.4627e-01
  721110    2.9147e+08     0.3521    2.4975e-02
  721165    3.6638e+07     0.2636    2.8082e-03
  721166    1.1850e+08     0.2602    1.1903e-02
  721167    4.5163e+07     0.2165    1.3557e-02
  721235    4.5255e+08     0.3079    3.5167e-02
  721346    4.1172e+08     0.4205    1.6803e-02
  721410    5.5377e+08     0.3300    3.8579e-02
  721496    8.9864e+08     0.3329    1.1857e-01
  721549    9.8470e+08     0.4062    9.0575e-02
  721550    1.8087e+08     0.4243    1.6658e-02
  721576    6.2540e+08     0.4108    2.3260e-02
  721638    4.3807e+08     0.2633    9.3727e-02
  721715    6.8672e+08     0.4622    3.5363e-02
  721764    3.2138e+08     0.4325    1.1440e-02
  721765    2.5135e+07     0.2787    3.7521e-03
  721829    5.7302e+08     0.2533    1.0531e-01
  721830    4.0165e+07     0.6692    1.0000e-05
  721920    8.2231e+08     0.2595    1.6065e-01
  721959    9.2657e+08     0.2798    1.7495e-01
  721993    8.2647e+08     0.3821    7.8203e-02
  722070    2.2706e+08     0.2216    4.8445e-02
  722074    2.5854e+07     0.1865    9.5170e-03
  722123    1.0052e+09     0.2883    6.7351e-02
  722158    3.7744e+08     0.3245    5.1491e-02
  722207    1.2182e+09     0.3717    1.4440e-01
  722208    3.5543e+07     0.3423    2.9927e-03
  722269    1.2291e+09     0.3820    1.0657e-01
  722296    7.6978e+08     0.5194    2.5523e-02
  722297    4.3575e+07     0.5075    7.7643e-04
  722298    8.4703e+07     0.2295    1.3338e-02
  722353    5.4703e+08     0.2760    1.0542e-01
  722354    7.4608e+07     0.3855    7.5098e-03
  722387    1.3562e+08     0.2683    4.2447e-02
  722388    1.4043e+08     0.3797    1.9869e-02
  722465    5.3376e+08     0.2765    4.7195e-02
  722533    8.2445e+08     0.2587    2.6349e-01
  722584    9.1532e+08     0.2723    1.2629e-01
  722645    1.1338e+09     0.3647    7.4925e-02
  722717    8.1404e+08     0.3206    1.2374e-01
  722786    6.0923e+08     0.3040    8.8763e-02
  722862    7.4693e+08     0.3277    4.1523e-02
  722910    1.1038e+09     0.2707    2.5828e-01
  722952    9.5987e+08     0.3406    1.1602e-01
  723011    7.4897e+08     0.2137    2.4037e-01
  723044    2.1585e+08     0.2559    5.2898e-02
  723140    1.5128e+08     0.2461    3.1917e-02
  723141    3.1141e+08     0.3220    4.4114e-02
  723216    5.8979e+08     0.4270    6.5549e-02
  723275    2.5040e+08     0.2187    5.9273e-02
  723322    1.1825e+09     0.3731    9.3034e-02
  723391    7.0342e+08     0.4217    4.9727e-02
  723449    1.1606e+09     0.2809    2.1237e-01
  723529    6.7568e+08     0.3609    1.2504e-01
  723626    3.6756e+08     0.3357    5.8887e-02
  723627    9.0802e+07     0.2573    2.5508e-02
  723676    6.2066e+08     0.2561    9.6336e-02
  723764    3.3422e+08     0.3350    3.5990e-02
  723821    2.0595e+08     0.3464    3.4348e-02
  723822    1.4730e+08     0.2626    3.2744e-02
  723889    8.8494e+08     0.4329    5.2625e-02
  723924    9.0715e+08     0.3774    9.5437e-02
  723974    2.3284e+08     0.2062    6.8391e-02
  723975    7.4320e+08     0.3451    8.6498e-02
  724006    3.2618e+08     0.2422    3.6068e-02
  724067    3.0162e+08     0.2474    7.1126e-02
  724068    3.3691e+07     0.2440    3.5102e-03
  724130    3.6468e+08     0.3689    3.2044e-02
  724131    4.3015e+07     0.4032    4.9682e-03
