#     M*           rh* 
   1.3098e+08     0.9980
   7.7270e+07     0.5260
   6.9713e+07     1.0108
   6.4518e+08     2.6965
   7.1032e+08     1.9786
   6.9311e+08     2.4681
   1.1280e+09     3.7364
   6.1861e+08     1.8291
   3.4237e+08     1.8387
   4.7631e+08     2.1682
   3.4121e+08     1.0633
   6.9073e+07     1.0570
   2.0384e+08     1.6513
   5.2469e+07     0.8559
   4.5167e+08     1.7766
   4.7055e+08     1.8348
   7.2789e+07     0.9740
   1.6798e+08     1.2656
   5.5804e+07     0.8244
   2.0633e+08     1.0971
   5.5060e+08     3.1356
   9.3713e+08     2.2639
   7.0819e+08     1.6475
   1.0523e+09     3.1786
   1.6600e+08     0.9171
   7.5429e+08     2.7784
   7.6700e+08     1.8875
   5.1734e+08     1.8841
   4.5420e+08     2.1937
   4.4387e+08     1.1896
   3.4286e+08     1.1645
   7.3100e+08     2.4193
   3.9596e+08     1.7795
   7.2841e+08     2.3785
   3.4850e+08     2.3245
   9.9984e+08     1.8382
   6.7245e+08     2.8628
   4.3401e+08     1.3815
   1.1171e+09     1.4019
   6.5629e+08     3.1315
   4.6975e+08     2.2767
   5.0544e+08     1.0622
   8.3509e+08     1.3061
   3.4603e+08     1.5155
   5.1931e+08     2.1577
   6.8570e+08     0.7509
   2.2015e+08     1.9966
   8.5944e+08     1.3069
   7.3140e+08     3.1352
   4.2242e+08     2.7290
   8.0898e+08     2.3718
   8.3016e+08     1.3518
   2.1391e+08     1.0278
   4.6541e+08     2.1097
   5.2796e+08     1.4910
   4.1560e+08     1.9812
   5.6029e+08     2.1815
   1.7787e+08     2.1856
   2.0145e+08     2.1275
   7.1900e+07     2.1612
   8.8871e+08     2.1758
   5.1806e+08     2.0011
   1.9223e+08     0.3370
   5.1084e+07     0.6933
   6.9931e+08     1.4364
   3.7210e+08     3.4556
   8.6200e+08     2.2606
   2.6175e+08     0.4933
   2.5300e+08     0.4581
   8.2547e+08     4.4129
   7.8780e+08     1.9654
   8.8222e+08     1.0781
   1.0438e+09     0.8634
   6.6479e+08     3.7692
   2.7516e+08     2.0437
   7.7728e+08     2.0010
   3.1711e+08     1.4706
   3.7569e+08     1.6320
   7.5533e+08     2.5682
   1.9982e+08     0.4307
   6.4309e+07     0.7758
   6.5031e+08     3.4993
   9.5313e+08     1.9663
   5.3072e+08     2.3114
   2.5427e+08     2.0214
   6.4193e+08     1.8353
   3.8581e+08     3.3392
   3.9901e+08     3.7084
   6.6053e+08     2.4337
   1.1973e+09     1.1433
   4.4568e+08     1.5913
   9.4405e+08     2.2976
   1.4053e+08     1.1740
   3.5560e+07     2.2456
   5.5906e+08     1.8665
   6.1614e+08     2.2785
   1.2575e+09     2.3009
   7.2268e+08     1.5301
   7.9687e+08     2.5110
   1.0611e+09     3.5730
   1.2475e+09     2.3512
   1.0265e+09     3.2133
   7.0760e+08     1.2884
   2.9771e+07     0.7087
   4.3081e+08     4.5510
   9.6893e+07     1.6750
   1.2758e+08     1.7775
   6.6668e+08     1.7352
   5.8955e+08     1.6322
   9.0855e+08     2.3249
   4.3882e+07     0.6360
   8.4696e+08     3.2836
   3.5938e+08     0.4013
   4.4871e+08     1.4803
   5.7635e+08     2.4317
   3.1751e+08     1.3925
   2.2983e+08     0.7142
   7.3850e+08     1.4856
   1.0895e+09     2.5803
   1.1031e+09     3.4045
   4.8720e+08     1.9176
   2.5852e+08     1.3416
   2.9280e+07     1.4394
   3.7084e+08     1.1995
   6.9009e+08     2.0278
   6.0282e+08     2.6773
   7.7183e+08     1.2666
   3.7985e+08     2.6778
   2.0426e+08     2.0878
   3.9430e+08     1.5917
   3.2215e+08     0.5445
   3.5641e+07     0.8081
   3.8706e+08     0.9775
   8.5641e+08     1.6430
   4.5589e+08     0.9167
   3.1895e+08     3.1732
   7.2087e+08     1.6215
   9.8646e+08     3.8434
   3.9396e+08     2.3196
   5.7794e+08     0.9751
   3.3255e+08     2.4604
   1.0140e+09     2.4700
   7.1202e+08     1.4943
   3.4883e+08     2.5212
   6.3933e+07     0.4723
   1.4769e+08     0.9036
   1.5192e+08     1.1032
   2.7512e+07     0.7312
   5.3257e+08     1.5261
   2.2078e+08     2.8084
   8.3678e+08     1.9088
   1.1536e+08     1.3713
   2.5847e+07     0.8104
   2.8885e+08     0.4652
   5.1232e+07     0.7542
   7.8074e+08     1.7700
   4.7145e+08     3.7016
   5.9890e+08     1.0926
   1.1815e+09     2.4677
   3.1860e+08     1.0788
   1.1342e+09     3.9191
   6.3747e+08     0.6901
   6.3891e+08     1.7383
   3.3371e+08     1.2812
   5.2236e+08     2.5086
   8.5935e+08     3.4053
   8.3987e+08     3.1072
   9.9053e+08     1.5796
   4.5054e+08     0.3523
   5.5783e+07     0.9882
   4.6490e+08     3.0064
   9.5636e+08     3.9351
   1.2496e+09     3.7244
   1.9914e+08     0.5201
   3.8740e+08     1.8362
   2.2977e+08     1.3890
   8.0126e+07     1.6810
   3.2803e+08     2.7048
   8.2397e+08     1.5347
   1.0686e+09     3.7122
   3.3641e+08     1.4496
   3.5229e+08     1.2932
   3.1415e+08     2.0382
   5.6679e+08     1.7672
   3.1936e+08     0.6459
   1.7066e+08     2.0123
   1.2038e+09     1.8529
   2.0743e+08     1.5889
   5.6450e+08     0.8149
   7.0110e+08     3.7062
   8.0218e+08     0.7848
   1.0653e+09     1.9232
   6.2298e+08     1.6676
   6.4618e+08     2.3017
   5.9905e+08     0.6090
   9.9552e+08     1.8989
   2.8261e+08     1.8981
   2.5286e+08     1.8237
   1.1949e+09     1.2182
   3.5207e+08     1.1926
   3.6814e+08     2.1661
   5.3430e+08     3.7928
   5.1773e+08     2.4777
   2.9821e+08     1.8954
   7.0390e+08     1.9242
   6.8916e+08     2.8966
   4.4246e+08     0.9534
   7.6634e+08     2.1804
   7.7865e+08     2.1261
   8.8525e+08     0.8531
   8.3308e+08     1.3248
   3.4421e+08     1.6200
   2.0687e+08     2.2855
   3.8558e+07     0.8548
   2.3076e+08     1.4720
   8.0527e+08     2.6760
   4.0638e+08     1.4490
   1.3903e+08     0.5049
   4.4548e+08     2.4608
   8.7335e+08     0.3802
   1.1504e+09     3.7113
   9.8473e+08     0.4671
   6.6829e+08     1.4037
   2.4322e+08     2.0075
   3.9739e+08     3.1828
   4.9198e+08     3.4932
   6.3866e+08     0.3561
   5.7890e+08     1.5119
   2.5778e+08     2.2735
   2.2310e+08     1.8197
   3.3515e+08     1.9676
   2.9148e+08     0.3743
   7.6326e+08     1.4314
   1.5178e+08     2.1437
   2.5723e+08     1.0991
   2.2629e+08     1.5683
   6.5292e+08     1.7814
   1.4042e+08     0.8206
   6.5000e+07     0.5757
   2.7050e+08     1.6310
   5.3805e+08     1.1791
   3.3827e+08     1.3260
   3.5593e+08     2.4874
   1.6931e+08     0.9661
   5.2960e+08     1.7933
   5.4983e+08     1.4336
   3.4967e+08     0.5525
   8.5124e+08     1.6441
   8.3649e+08     2.1587
   3.6038e+08     1.8521
   4.9051e+08     0.7732
   1.1307e+09     1.0658
   7.4098e+08     3.2362
   3.4138e+08     1.2371
   4.0397e+08     1.5023
   2.2260e+08     1.2570
   8.1410e+07     1.0538
   9.1071e+08     1.6617
   9.7819e+08     1.9452
   3.5467e+07     1.0615
   9.8315e+08     0.9354
   2.7320e+08     1.7247
   1.0722e+09     2.0066
   2.2361e+08     0.9711
   5.8028e+08     1.0450
   7.4604e+08     2.7176
   2.7960e+08     1.4222
   6.7846e+07     1.0202
   3.0829e+08     1.1594
   2.6451e+08     2.1054
   2.5791e+08     2.6052
   1.4041e+08     2.3619
   5.7219e+08     3.4489
   5.0204e+08     0.9817
   4.6912e+08     3.7719
   4.5930e+07     1.3073
   1.5691e+08     0.7717
   5.7289e+08     3.4785
   4.7776e+08     1.2311
   8.3921e+08     1.0434
   8.9208e+08     2.8030
   5.0473e+08     2.1227
   6.9117e+07     1.0077
   1.2854e+08     1.0311
   4.9028e+08     2.0415
   8.1180e+07     2.2215
   1.7181e+08     1.6680
   6.2518e+08     1.5169
   1.0824e+08     1.2937
   2.7689e+07     1.2803
   5.7423e+08     1.3261
   6.2499e+08     0.7907
   7.4081e+08     2.2210
   3.1833e+08     0.8040
   8.7787e+08     3.5673
   2.7956e+08     0.8897
   3.6575e+07     0.6456
   3.1058e+08     1.8278
   4.2386e+08     2.6124
   2.8739e+08     1.8869
   7.1321e+08     0.5974
   1.8267e+08     1.6965
   1.0572e+09     1.5671
   3.4917e+08     2.0011
   2.3027e+08     2.0595
   2.9388e+08     0.7457
   3.2445e+08     1.1562
   1.7788e+08     1.6408
   3.6732e+08     1.1433
   5.3689e+08     1.4751
   6.9821e+08     2.2667
   7.3439e+08     1.5101
   1.0411e+08     1.0104
   2.5734e+07     0.8202
   3.6788e+08     1.8896
   2.9837e+08     3.1485
   3.5649e+08     0.9940
   9.6907e+08     2.1428
   2.6485e+08     1.5578
   3.6551e+08     1.1325
   2.0652e+08     1.9562
   5.1125e+08     2.3186
   3.5313e+08     1.9359
   2.8165e+08     0.3718
   1.1407e+09     1.7319
   2.9032e+08     1.7058
   6.2149e+08     0.3461
   8.3439e+08     1.2732
   8.2547e+07     0.6369
   1.0736e+08     0.6320
   1.1911e+09     2.0576
   4.7732e+08     1.4299
   7.8616e+08     2.4972
   8.2455e+07     1.4485
   7.2095e+08     0.7838
   2.0455e+08     1.9400
   2.4725e+08     1.2058
   1.5449e+08     1.2713
   8.7524e+08     3.2535
   9.0339e+08     1.9038
   2.0705e+08     1.4556
   4.4159e+08     0.3098
   2.7274e+08     4.9391
   1.6779e+08     1.5211
   4.6389e+08     2.1441
   6.1102e+08     0.3254
   2.0073e+08     2.1560
   4.1961e+08     1.2622
   6.1986e+08     1.0620
   6.2661e+08     1.2493
   5.4451e+08     0.7126
   4.6836e+08     2.8853
   6.2481e+08     2.1521
   1.8424e+08     0.9177
   6.7413e+07     1.0043
   1.2290e+09     2.2161
   4.3964e+08     2.1806
   3.7178e+08     0.9783
   3.5931e+08     0.5299
   5.0595e+08     2.4334
   1.2068e+09     1.5024
   6.4681e+08     1.2295
   3.4234e+08     1.8098
   3.8426e+08     0.5393
   2.5020e+08     1.8810
   8.0063e+08     1.6553
   1.0738e+08     0.8814
   7.0378e+07     0.9988
   7.3539e+07     0.7409
   7.9249e+07     0.6394
   9.6207e+08     1.9665
   3.4754e+08     1.4677
   3.6341e+08     1.3345
   6.4808e+08     1.8927
   4.4123e+08     2.2534
   1.3989e+08     1.4397
   5.6469e+08     1.3456
   1.0993e+09     1.9836
   2.8149e+08     1.1325
   2.3564e+08     1.1499
   4.9378e+08     2.9172
   7.2504e+08     2.4732
   8.7283e+07     0.8870
   5.0585e+07     0.9291
   3.1171e+08     2.1522
   2.5174e+07     0.9915
   1.1513e+08     1.0132
   2.9003e+08     1.0223
   1.5667e+08     1.7469
   8.7636e+08     2.4519
   2.5022e+08     1.8042
   2.7313e+08     1.0814
   2.1379e+08     1.7126
   2.2382e+08     1.1006
   3.3385e+08     2.0694
   1.4688e+08     1.8282
   4.9341e+08     1.8592
   1.7045e+08     1.4514
   2.7707e+08     0.8863
   1.8384e+08     1.2091
   4.0792e+07     1.5916
   1.1817e+09     1.8264
   5.3294e+08     1.5577
   4.4164e+08     1.0234
   4.3773e+08     1.6126
   1.3120e+08     0.7684
   4.5367e+07     1.0649
   5.3981e+08     2.7249
   7.1680e+08     1.6808
   5.9669e+08     1.3911
   4.7383e+08     0.3884
   5.0669e+08     0.9574
   1.5986e+08     1.0193
   4.2856e+08     2.4594
   1.2798e+08     1.1815
   5.6540e+08     0.9340
   1.8607e+08     1.0434
   7.8245e+07     1.6445
   7.4717e+07     1.4766
   6.5236e+08     2.4597
   9.4015e+08     1.6806
   2.6228e+08     4.0684
   2.2129e+08     2.0251
   5.5860e+08     0.4101
   6.6787e+08     0.8235
   1.4740e+08     2.2249
   3.4706e+08     2.3323
   4.5318e+08     1.7763
   1.5359e+08     0.5510
   6.7319e+08     1.4999
   2.1698e+08     1.3957
   1.2133e+08     1.1975
   2.3096e+08     2.2829
   5.0010e+08     0.8944
   6.2721e+08     2.0867
   1.8114e+08     0.6866
   7.6804e+08     2.5443
   8.8938e+08     2.8279
   7.6909e+08     1.5535
   9.9256e+08     1.5484
   5.6947e+08     2.3856
   2.1492e+08     0.7140
   1.8959e+08     0.6599
   3.5892e+07     1.2344
   4.1512e+08     0.9514
   4.6710e+08     2.6556
   7.7314e+08     1.8397
   3.6750e+08     1.7320
   4.4118e+08     1.1887
   3.3111e+08     1.3965
   4.6156e+08     0.8631
   4.1083e+08     1.0862
   1.4916e+08     1.0502
   1.1405e+09     1.4630
   5.3746e+08     1.5222
   1.0876e+08     0.6252
   2.3794e+08     1.4164
   3.5580e+08     1.1817
   1.7518e+08     1.3451
   1.4128e+08     1.0926
   5.5505e+08     1.6433
   2.2071e+08     1.4522
   5.3895e+08     0.5270
   2.4476e+08     0.9478
   6.8760e+08     1.9607
   4.8111e+08     3.3394
   1.0719e+09     2.2963
   1.1425e+09     1.0516
   9.3456e+08     2.0322
   4.1106e+08     1.7216
   4.1414e+07     0.9263
   1.2188e+08     2.1740
   8.8402e+07     0.7133
   5.6870e+07     1.2091
   3.7051e+08     2.3084
   4.5229e+07     0.9561
   1.3032e+08     0.7816
   1.2873e+08     0.8074
   8.2507e+07     0.6458
   8.4929e+08     0.6368
   4.1312e+08     1.6673
   2.4020e+08     1.1184
   1.5237e+08     3.0012
   3.8368e+08     2.3203
   3.7064e+08     0.8979
   1.2149e+09     1.2543
   2.6496e+08     1.8844
   7.5470e+08     1.9534
   1.2315e+09     2.5084
   4.9394e+08     0.4333
   3.5610e+08     1.7098
   7.4481e+08     1.4030
   7.4358e+08     1.6564
   3.1594e+08     1.0492
   5.1419e+08     0.3379
   1.6843e+08     1.6772
   3.9439e+08     0.8096
   1.7625e+08     0.7417
   1.9334e+08     1.2701
   9.0312e+07     0.7924
   6.6622e+07     1.0647
   1.1777e+08     1.1566
   1.0865e+09     0.9893
   1.6494e+08     0.4252
   3.8255e+08     2.0895
   6.9095e+07     0.6676
   5.2156e+07     1.1775
   4.5156e+08     1.1848
   8.7030e+08     1.0870
   3.4504e+08     0.5026
   5.8061e+08     0.4817
   4.6462e+08     2.0614
   1.5048e+08     0.6399
   1.0895e+09     1.3303
   9.6926e+07     1.4691
   7.9191e+07     1.0230
   9.8830e+08     1.2678
   4.8832e+08     0.5174
   6.1235e+08     0.3290
   4.4108e+08     2.3748
   6.5136e+08     1.7944
   7.3393e+08     1.6298
   2.2750e+08     1.4392
   8.4929e+08     1.8922
   2.9726e+08     2.2021
   2.3908e+08     1.8469
   8.4766e+08     2.1458
   3.5485e+08     1.4989
   3.6570e+08     1.3713
   2.2852e+08     1.2152
   7.5752e+08     1.5250
   2.2476e+08     3.2347
   3.5943e+08     1.1608
   2.5839e+08     1.4091
   3.3272e+08     1.2486
   2.2203e+08     2.0711
   3.2142e+08     1.5901
   2.4095e+08     1.2804
   3.1994e+07     1.1399
   6.4500e+08     1.4296
   3.1091e+07     0.8663
   6.4713e+08     1.5803
   7.6951e+08     1.2853
   2.0142e+08     0.3230
   7.9724e+07     0.7417
   5.2778e+07     0.4888
   5.7642e+08     1.5738
   4.4887e+08     0.8956
   1.6315e+08     0.7284
   5.2560e+08     2.0080
   3.1034e+08     1.8035
   7.6209e+08     1.6628
   1.7215e+08     1.1781
   2.7816e+08     0.7590
   4.0872e+08     1.4398
   4.6566e+08     1.2663
   8.7803e+07     0.8287
   3.2219e+07     1.0947
   5.8561e+08     2.6188
   2.1543e+08     1.6795
   1.1140e+08     1.0367
   2.3137e+08     1.2847
   2.0789e+08     0.6497
   4.9176e+08     1.4147
   1.7275e+08     1.3566
   3.6780e+08     2.5723
   4.6001e+08     3.2513
   2.9066e+08     0.6545
   2.0047e+08     1.7102
   3.4285e+08     1.0312
   6.1765e+08     3.3187
   6.3698e+08     1.9866
   3.6088e+08     0.7028
   8.9857e+08     1.5260
   1.5183e+08     1.8681
   7.3718e+08     1.8178
   6.6512e+08     1.6502
   6.6048e+08     1.1456
   9.4657e+08     1.6154
   7.3045e+08     1.7962
   3.5696e+08     1.2748
   1.8804e+08     1.3289
   2.5774e+07     0.7486
   5.5930e+08     2.2809
   7.7672e+08     1.3028
   2.4669e+08     0.3614
   1.6276e+08     1.0057
   3.8782e+08     1.4711
   1.1915e+08     0.9689
   3.8053e+08     1.9584
   6.9079e+07     1.8557
   7.5057e+08     0.9769
   1.6463e+08     1.4268
   4.2849e+07     0.7546
   4.4382e+08     1.2143
   8.7239e+08     1.3858
   7.0771e+08     0.9216
   1.2002e+08     2.6691
   2.0908e+08     0.9091
   6.0262e+08     1.3918
   4.3209e+08     2.6500
   5.0460e+08     1.7190
   9.2562e+07     0.7831
   2.5385e+07     0.9155
   4.7646e+08     0.4072
   7.4046e+08     0.6883
   3.0752e+08     1.5305
   3.5207e+08     2.0879
   1.1036e+09     1.5656
   9.4520e+08     2.7204
   6.3002e+08     2.2495
   2.9484e+08     2.1070
   2.8078e+08     1.4015
   1.0781e+09     1.6720
   7.3874e+08     0.9520
   1.7468e+08     1.1950
   8.6188e+08     1.0957
   2.1884e+08     2.1033
   1.4871e+08     1.5268
   1.4084e+08     0.7128
   1.3833e+08     0.6181
   4.5926e+08     1.3463
   1.0603e+08     0.6441
   2.9082e+08     1.7964
   2.6243e+08     1.4128
   1.3019e+08     1.3284
   1.5758e+08     1.4288
   3.4219e+08     0.7984
   4.9564e+08     0.7584
   3.4688e+08     1.4101
   1.2052e+08     0.6491
   4.9538e+08     1.6094
   8.2631e+08     1.7792
   1.8111e+08     1.0976
   2.1722e+08     0.8046
   2.1938e+08     1.6598
   7.2683e+08     2.1054
   3.4481e+08     1.4239
   2.0034e+08     1.0279
   1.6237e+08     0.5640
   5.0310e+08     0.3584
   3.1432e+08     1.2465
   6.7404e+07     1.6092
   5.4235e+08     0.4632
   4.7850e+08     0.9890
   7.4669e+08     0.5677
   6.3994e+08     0.9749
   5.3129e+08     2.2326
   1.1289e+08     1.0920
   7.1472e+07     0.9017
   2.9878e+08     1.5999
   2.1830e+08     3.6133
   4.2152e+08     1.6545
   2.9918e+08     2.3189
   2.9795e+08     0.8663
   2.9405e+08     1.1057
   1.6884e+08     0.5288
   3.4458e+08     3.5890
   7.0827e+08     0.6726
   4.7084e+08     2.2223
   3.2750e+08     1.6542
   5.9838e+08     1.1572
   2.7392e+08     1.3405
   1.5040e+08     1.5730
   1.1558e+09     1.6100
   1.7389e+08     2.1010
   4.9395e+08     1.9514
   1.3300e+08     1.6047
   2.4531e+08     2.6477
   9.2479e+07     1.3248
   7.7189e+08     2.9785
   2.8612e+08     0.9191
   5.2465e+08     2.3571
   6.9791e+08     1.3521
   2.0307e+08     1.2259
   2.4709e+08     2.1752
   6.3047e+08     2.0516
   1.9211e+08     1.0704
   3.7393e+08     1.2288
   4.1241e+08     1.1670
   2.5269e+08     2.9893
   4.7096e+08     1.1187
   5.1635e+08     1.6442
   2.0337e+08     2.1377
   9.6517e+07     1.6200
   4.5568e+07     1.3241
   2.1943e+08     1.0740
   2.6830e+08     1.5345
   1.5197e+08     0.5551
   8.3750e+08     1.4253
   4.2557e+08     0.3263
   5.4959e+08     1.4239
   3.6337e+08     2.3555
   3.4115e+08     1.9254
   2.7091e+08     1.7871
   2.1830e+08     1.4176
   2.7148e+08     0.6647
   1.9790e+08     0.5469
   6.4760e+07     1.1278
   4.4648e+07     0.9763
   2.6763e+07     0.8628
   7.6939e+07     1.6864
   5.0390e+08     0.3226
   9.0120e+07     1.1629
   2.5837e+08     0.5403
   8.7023e+07     1.3893
   9.9524e+08     2.3328
   7.4472e+08     0.3397
   2.8184e+08     1.5329
   2.5992e+08     2.0410
   2.0460e+08     1.2273
   2.7769e+08     0.4864
   4.3293e+07     0.8784
   8.7055e+07     1.2175
   2.2679e+08     1.3159
   2.8681e+08     1.7141
   6.5797e+07     0.6109
   5.5991e+07     0.6890
   2.1177e+08     1.1281
   9.3169e+08     1.2440
   8.6938e+08     1.3027
   3.3753e+08     1.2054
   1.7402e+08     1.0595
   3.3321e+08     1.5341
   3.5299e+08     0.8915
   1.1645e+08     1.4346
   2.1507e+08     1.2547
   2.8891e+08     1.3362
   7.0043e+07     1.1820
   1.4361e+08     1.1819
   1.5151e+08     1.5429
   1.2248e+08     1.1951
   7.7159e+07     0.5493
   8.6982e+07     0.6261
   6.6667e+08     1.4192
   7.6391e+07     1.6200
   8.0517e+08     1.4236
   3.1424e+08     1.8241
   9.4234e+07     2.3389
   3.3729e+08     1.8437
   2.8652e+08     0.8031
   4.6567e+08     1.7606
   4.3645e+08     1.3277
   2.4198e+08     1.8833
   3.3207e+08     1.0333
   2.1897e+08     1.3522
   5.1770e+08     1.3064
   4.1453e+08     0.8349
   1.2854e+08     1.1810
   7.3175e+07     1.3025
   4.1070e+07     0.6401
   4.3807e+08     1.7907
   3.0620e+08     2.2711
   1.1265e+08     1.4691
   2.5428e+08     1.9865
   4.6400e+07     0.9209
   1.1226e+08     0.5315
   3.3591e+07     1.1130
   2.4338e+08     1.6114
   1.6774e+08     1.4465
   3.7230e+08     0.8244
   3.8265e+08     1.4839
   2.9792e+08     1.5083
   3.9998e+08     0.3432
   8.3480e+08     1.2088
   3.3618e+08     0.3306
   2.7064e+08     1.4703
   7.6239e+08     0.3210
   2.8167e+08     1.7183
   2.4056e+08     1.3098
   1.9483e+08     0.6160
   2.8769e+08     1.2830
   3.2702e+08     1.5209
   4.5170e+08     1.4439
   5.9773e+08     1.7266
   7.2838e+08     1.4448
   4.4816e+08     1.7259
   1.7596e+08     0.6137
   2.6787e+07     0.5884
   2.1336e+08     1.5842
   3.3853e+08     0.3780
   3.3514e+08     1.7276
   1.3817e+08     1.7900
   5.2255e+08     2.3174
   1.7396e+08     1.2342
   1.7031e+08     1.3973
   1.7341e+08     1.3954
   1.1456e+08     1.4450
   5.0960e+08     1.8380
   7.3180e+07     0.5276
   2.0859e+08     0.3330
   7.2927e+08     2.1368
   3.7693e+08     0.3186
   3.9696e+07     0.7257
   2.9430e+07     0.9510
   5.3245e+08     1.7601
   2.8722e+08     1.0648
   4.3198e+08     0.6512
   1.6886e+08     0.8861
   2.2578e+08     1.2525
   6.2300e+08     1.5551
   3.3477e+08     1.2868
   3.9842e+08     0.3386
   3.1384e+08     0.6240
   1.7655e+08     1.2142
   5.5504e+08     0.9886
   1.7627e+08     2.2633
   7.1428e+08     1.3655
   8.3287e+08     1.2071
   1.7785e+08     0.4194
   8.2270e+08     1.6707
   2.3170e+08     0.4657
   1.2746e+08     1.8715
   6.0263e+08     1.1162
   5.1099e+08     1.1252
   4.7775e+08     1.2103
   1.6356e+08     2.0093
   3.2096e+08     1.0769
   1.2253e+08     1.2485
   8.9818e+08     1.7477
   1.7222e+08     0.7967
   4.5555e+08     1.3144
   3.7504e+07     0.9631
   1.5528e+08     1.4305
   4.8870e+08     1.8819
   2.0325e+08     0.3605
   1.8169e+08     1.3393
   5.0400e+08     1.3255
   6.6421e+08     1.7358
   2.1229e+08     1.3423
   2.6556e+08     2.3024
   2.7130e+08     1.3277
   4.1861e+08     1.1308
   1.2353e+08     0.9692
   1.0833e+08     1.1592
   3.9122e+08     1.9274
   1.2466e+08     1.9351
   3.1163e+08     1.1913
   5.1366e+07     1.3378
   4.6198e+08     1.5611
   1.6131e+08     1.5004
   1.2147e+08     0.9790
   5.6643e+07     0.5155
   1.0905e+09     1.7411
   2.1120e+08     1.3853
   6.8046e+07     0.9126
   4.0400e+07     1.0502
   3.2657e+08     1.7948
   9.1696e+07     0.7707
   2.6158e+08     1.0075
   8.7419e+07     1.1418
   4.7303e+07     0.8160
   3.5774e+08     1.3800
   2.5119e+08     1.6652
   1.3054e+08     0.8249
   4.7980e+07     0.8603
   1.3460e+08     0.4853
   2.9325e+08     0.3303
   8.8623e+07     2.1464
   5.1791e+08     1.1668
   4.0539e+08     1.6125
   3.8183e+07     1.3524
   3.4179e+07     0.9223
   5.9458e+08     1.0398
   1.3987e+08     0.8881
   3.0961e+08     1.0205
   4.2571e+08     0.5874
   3.4842e+08     1.8439
   2.2793e+08     1.2426
   4.6062e+08     0.3476
   3.5892e+07     1.0658
   3.1286e+08     1.2130
   4.0493e+08     2.4714
   4.0079e+08     1.1897
   1.3922e+08     1.5931
   1.4464e+08     1.1470
   1.1449e+09     5.9118
   2.5303e+08     1.7687
   2.0771e+08     0.4661
   5.5470e+08     1.6272
   2.4873e+08     0.5641
   8.0572e+07     0.5521
   4.5844e+07     0.6330
   1.9675e+08     1.2376
   6.9405e+07     0.6816
   6.6162e+07     0.8061
   1.7945e+08     1.3116
   2.9140e+08     1.3489
   2.1961e+08     1.1959
   2.0800e+08     2.1392
   7.6839e+07     0.9171
   4.1924e+07     0.9252
   5.7844e+08     1.2071
   3.6642e+08     1.6013
   3.8072e+08     1.2961
   5.3547e+08     1.5830
   1.7075e+08     0.3059
   6.4208e+07     1.5593
   8.9625e+08     2.2584
   1.1748e+08     0.9853
   3.9791e+08     1.4771
   2.0482e+08     1.0827
   6.1477e+08     2.0589
   3.9321e+08     1.4735
   2.5761e+07     0.7270
   2.4203e+08     1.3928
   5.7382e+08     0.5572
   6.5711e+07     1.2899
   4.3233e+07     0.9343
   1.5083e+08     1.3530
   1.5391e+08     1.2375
   4.9719e+07     0.7197
   5.6385e+07     1.0216
   2.3999e+08     1.3335
   5.1418e+08     1.7462
   5.2219e+08     1.3077
   2.8398e+08     0.3365
   3.4120e+08     0.4110
   4.0066e+07     1.4125
   3.0557e+07     1.1412
   3.0567e+07     0.7297
   2.5554e+08     1.1419
   3.8412e+08     2.4455
   4.8073e+08     1.4773
   2.9438e+08     0.6529
   2.4839e+08     1.2550
   1.0337e+08     1.2687
   3.2631e+07     1.1087
   1.0162e+08     1.1671
   1.6287e+08     1.6131
   2.7628e+08     0.8608
   2.7978e+08     0.8420
   8.1277e+08     1.4945
   1.8369e+08     1.2458
   1.3102e+08     2.8525
   1.4660e+08     0.4851
   5.3650e+08     0.7395
   2.6038e+08     1.1466
   2.1458e+08     0.9609
   4.7507e+07     1.2132
   1.8553e+08     1.7247
   1.8032e+08     1.5915
   3.7439e+08     0.7919
   4.0369e+07     0.7842
   9.4376e+07     1.4838
   2.1120e+08     0.9532
   2.0405e+08     1.9240
   7.5664e+07     0.7010
   2.8869e+08     1.7385
   1.5390e+08     1.0098
   5.4445e+08     1.8893
   2.0585e+08     0.6257
   5.2508e+08     1.5494
   2.2121e+08     1.5245
   4.1099e+08     1.1595
   2.1510e+08     0.5145
   9.0764e+07     1.1147
   8.1481e+07     0.9041
   4.8133e+08     1.8015
   4.2018e+08     1.0677
   3.7942e+08     0.4569
   8.2090e+08     1.9443
   3.4906e+08     0.6816
   3.0597e+08     1.2566
   7.9521e+08     1.6624
   9.5147e+07     1.6584
   9.5778e+07     1.5473
   3.1445e+07     1.1382
   1.2522e+08     1.3893
   4.7330e+08     1.5853
   1.6530e+08     1.2530
   3.6849e+08     2.2288
   2.4198e+08     1.3267
   6.7601e+07     1.1037
   1.5846e+08     1.1771
   2.1141e+08     0.5502
   5.3019e+07     0.7907
   3.2296e+08     1.3755
   6.6254e+07     0.8229
   1.7540e+08     0.7551
   6.0409e+08     0.6134
   1.3331e+08     1.8367
   3.7209e+08     1.0089
   1.9568e+08     1.4383
   4.2757e+08     1.3967
   8.9307e+07     0.6007
   3.1560e+08     2.2234
   8.3293e+08     1.1291
   2.9729e+08     1.1892
   1.5352e+08     1.0953
   5.6955e+08     1.0712
   7.5483e+08     1.3991
   5.5736e+08     0.5248
   1.0422e+08     0.5135
   1.0365e+08     0.8019
   5.2478e+08     0.3987
   2.1264e+08     0.7890
   4.8769e+08     0.9479
   2.3982e+08     1.1191
